Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,Ship 6 arrival time,Ship 6 teu,Ship 6 waiting cost,U,V 0,V 1,y 0,y 1
5,2,0.85,2244,3600,1.3,2103,3600,1.4,2474,3600,1.54,2244,3600,2.37,2682,3600,0,0,0,0,3,4,0.0,0.29799999999999915
3,4,1.3,2103,3600,1.4,2474,3600,1.54,2244,3600,2.37,2682,3600,2.77,2779,3600,0,0,0,0,3,4,5.3745,0.0
3,4,1.4,2474,3600,1.54,2244,3600,2.37,2682,3600,2.77,2779,3600,2.92,2015,3600,0,0,0,4,2,5,2.089500000000001,0.0
2,5,1.4,2474,3600,1.54,2244,3600,2.37,2682,3600,2.77,2779,3600,3.27,2469,3600,0,0,0,1,2,5,1.2730000000000015,0.0
2,5,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,3.27,2469,3600,3.69,1019,3600,0,0,0,4,5,2,0.0,1.497499999999996
5,2,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,3.27,2469,3600,4.09,2066,3600,0,0,0,4,5,2,0.0,2.5589999999999975
5,2,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,3.27,2469,3600,4.26,2106,3600,0,0,0,3,3,4,0.0,0.8389999999999969
3,4,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,4.26,2106,3600,4.55,2183,3600,0,0,0,3,3,4,5.800750000000002,0.0
3,4,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,4.55,2183,3600,4.65,1978,3600,0,0,0,4,2,5,2.508250000000001,0.0
2,5,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,4.55,2183,3600,4.84,1937,3600,0,0,0,4,2,5,1.7375000000000007,0.0
2,5,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,4.55,2183,3600,5.05,2432,3600,0,0,0,3,3,4,0.12150000000000105,0.0
3,4,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,5.05,2432,3600,5.17,1297,3600,0,0,0,4,4,3,0.0,5.4653333333333265
4,3,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,5.05,2432,3600,5.37,1311,3600,0,0,0,4,6,1,0.0,3.2114999999999974
6,1,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,5.05,2432,3600,5.61,2836,3600,0,0,0,3,6,1,0.0,3.6488333333333305
6,1,1.4,2474,3600,2.37,2682,3600,2.77,2779,3600,5.61,2836,3600,5.83,2793,3600,0,0,0,0,5,2,0.0,2.80383333333333
5,2,2.37,2682,3600,2.77,2779,3600,5.61,2836,3600,5.83,2793,3600,6.17,1245,3600,0,0,0,1,5,2,0.25291666666666934,0.0
5,2,2.37,2682,3600,5.61,2836,3600,5.83,2793,3600,6.17,1245,3600,6.5,2549,3600,0,0,0,3,4,3,0.0,5.688833333333331
4,3,2.37,2682,3600,5.61,2836,3600,5.83,2793,3600,6.5,2549,3600,6.78,2895,3600,0,0,0,3,5,2,0.0,3.6957500000000003
5,2,2.37,2682,3600,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,6.96,1294,3600,0,0,0,4,5,2,0.0,2.2192500000000024
5,2,2.37,2682,3600,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,7.17,2744,3600,0,0,0,0,5,2,0.0,1.1392500000000005
5,2,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,7.17,2744,3600,7.38,2966,3600,0,0,0,3,2,5,2.7418750000000003,0.0
2,5,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,7.59,2640,3600,0,0,0,4,2,5,2.1627499999999955,0.0
2,5,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,7.82,1003,3600,0,0,0,0,2,5,0.0,0.09312500000001833
2,5,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,7.82,1003,3600,7.96,2272,3600,0,0,0,3,3,4,5.872749999999989,0.0
3,4,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,7.96,2272,3600,8.22,1400,3600,0,0,0,4,5,2,4.286624999999983,0.0
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,7.96,2272,3600,8.39,1078,3600,0,0,0,4,5,2,0.0,1.6233500000000092
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,7.96,2272,3600,8.71,2421,3600,0,0,0,3,5,2,0.0,0.7233500000000106
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,8.81,1589,3600,0,0,0,4,6,1,2.921624999999981,0.0
6,1,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,8.9,1897,3600,0,0,0,4,5,2,0.0,2.88334166666667
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,9.11,1511,3600,0,0,0,4,5,2,0.0,0.8766833333333466
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,9.22,2244,3600,0,0,0,4,2,5,0.9582916666666286,0.0
2,5,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,9.35,2953,3600,0,0,0,3,3,4,0.4013166666666521,0.0
3,4,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,9.78,2230,3600,0,0,0,4,1,6,0.0,5.752911111111132
1,6,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,9.96,2576,3600,0,0,0,4,2,5,3.6317722222222173,0.0
2,5,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,10.19,1471,3600,0,0,0,4,2,5,0.46554444444443277,0.0
2,5,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,10.49,1700,3600,0,0,0,4,5,2,0.0,1.8961388888889097
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,10.72,1498,3600,0,0,0,4,5,2,0.0,1.1784555555555727
5,2,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,11.08,1433,3600,0,0,0,4,2,5,0.17386111111106217,0.0
2,5,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,11.26,2208,3600,0,0,0,4,2,5,0.7455444444444268,0.0
2,5,5.83,2793,3600,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,11.51,2942,3600,0,0,0,0,5,2,0.0,2.7361388888889238
5,2,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,11.51,2942,3600,11.61,2104,3600,0,0,0,4,5,2,0.0,1.5264555555555717
5,2,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,11.51,2942,3600,0.0,0,0,0,0,0,3,5,2,0.563861111111077,0.0
5,2,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,0.0,0,0,0.0,0,0,0,0,0,0,2,5,0.0,5.904455555555572
2,5,7.38,2966,3600,9.35,2953,3600,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,4,3,3.8035444444444337,0.0
4,3,7.38,2966,3600,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,3,0.0,4.967183333333352
1,1,0.17,1659,3600,0.34,1838,3600,0.67,2752,3600,0.84,1809,3600,1.07,1841,3600,0,0,0,0,4,3,0.0,0.0
4,3,0.34,1838,3600,0.67,2752,3600,0.84,1809,3600,1.07,1841,3600,1.32,1857,3600,0,0,0,0,5,2,4.14,0.0
5,2,0.67,2752,3600,0.84,1809,3600,1.07,1841,3600,1.32,1857,3600,1.73,2775,3600,0,0,0,1,1,6,0.0,2.7859999999999996
1,6,0.67,2752,3600,1.07,1841,3600,1.32,1857,3600,1.73,2775,3600,1.93,1447,3600,0,0,0,1,6,1,3.653666666666666,0.0
6,1,0.67,2752,3600,1.32,1857,3600,1.73,2775,3600,1.93,1447,3600,2.12,2337,3600,0,0,0,1,6,1,0.0,3.419666666666667
6,1,0.67,2752,3600,1.73,2775,3600,1.93,1447,3600,2.12,2337,3600,2.31,1036,3600,0,0,0,2,6,1,0.0,2.7746666666666666
6,1,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,2.31,1036,3600,2.67,2585,3600,0,0,0,3,2,5,0.0,2.273
2,5,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,2.67,2585,3600,2.72,1249,3600,0,0,0,2,4,3,2.053466666666666,0.0
4,3,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,2.72,1249,3600,2.85,1997,3600,0,0,0,3,6,1,0.0,3.4098
6,1,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,2.85,1997,3600,3.61,1201,3600,0,0,0,4,3,4,0.0,3.949933333333334
3,4,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,2.85,1997,3600,3.65,1794,3600,0,0,0,3,4,3,0.5125499999999965,0.0
4,3,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,3.65,1794,3600,3.99,1045,3600,0,0,0,4,4,3,0.0,4.272450000000003
4,3,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,3.65,1794,3600,4.25,2584,3600,0,0,0,3,5,2,0.0,2.637450000000003
5,2,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,4.47,1130,3600,0,0,0,4,5,2,0.0,1.6489666666666682
5,2,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,4.59,1968,3600,0,0,0,4,5,2,0.0,0.7089666666666687
5,2,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,4.87,2227,3600,0,0,0,4,2,5,2.3275833333333296,0.0
2,5,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,4.99,2534,3600,0,0,0,4,2,5,1.5350333333333293,0.0
2,5,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,5.14,1796,3600,0,0,0,4,5,2,0.0,1.4424166666666771
5,2,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,5.33,1287,3600,0,0,0,4,5,2,0.0,2.2489666666666714
5,2,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,5.54,1753,3600,0,0,0,4,5,2,0.0,1.1769666666666723
5,2,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,4.25,2584,3600,5.65,2950,3600,0,0,0,2,4,3,0.7075833333333215,0.0
4,3,0.67,2752,3600,1.73,2775,3600,4.25,2584,3600,5.65,2950,3600,5.92,1768,3600,0,0,0,4,1,6,0.0,4.41795000000001
1,6,0.67,2752,3600,1.73,2775,3600,4.25,2584,3600,5.65,2950,3600,6.29,2743,3600,0,0,0,2,2,5,3.10568333333333,0.0
2,5,0.67,2752,3600,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,0,0,0,0,4,3,0.37936666666665886,0.0
4,3,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,6.58,1433,3600,0,0,0,4,4,3,0.0,7.059475000000004
4,3,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,6.72,1863,3600,0,0,0,4,1,6,0.0,4.816975000000003
1,6,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,6.87,2423,3600,0,0,0,4,2,5,3.229341666666665,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,7.14,1512,3600,0,0,0,4,2,5,0.558683333333331,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,7.29,1401,3600,0,0,0,4,5,2,0.0,1.7532916666666765
5,2,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,7.41,2771,3600,0,0,0,2,5,2,0.0,1.4233166666666683
5,2,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,7.61,2314,3600,0,0,0,4,2,5,2.1517083333333265,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,7.71,2532,3600,0,0,0,4,2,5,2.3586833333333317,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,7.83,1300,3600,0,0,0,4,2,5,0.2466833333333298,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,8.18,2014,3600,0,0,0,4,5,2,0.0,2.0932916666666834
5,2,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,8.37,2316,3600,0,0,0,4,5,2,0.0,0.7833166666666713
5,2,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,8.46,2271,3600,0,0,0,4,2,5,2.861708333333315,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,8.57,2691,3600,0,0,0,4,2,5,2.144683333333326,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,8.82,1637,3600,0,0,0,4,5,2,0.0,0.24829166666668456
5,2,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,8.99,2823,3600,0,0,0,3,5,2,0.0,2.1013166666666763
5,2,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.06,1484,3600,0,0,0,4,2,5,0.5167083333333089,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.4,1396,3600,0,0,0,4,2,5,2.4326833333333298,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.7,1677,3600,0,0,0,4,2,5,1.2686833333333283,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.85,2533,3600,0,0,0,0,3,4,0.0,0.3182916666666813
3,4,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.85,2533,3600,10.21,1501,3600,0,0,0,4,5,2,5.065524999999994,0.0
5,2,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.85,2533,3600,10.42,2453,3600,0,0,0,4,5,2,0.0,1.294316666666674
5,2,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.85,2533,3600,10.65,1540,3600,0,0,0,4,2,5,1.874208333333307,0.0
2,5,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,9.85,2533,3600,0.0,0,0,0,0,0,1,5,2,2.5316833333333264,0.0
5,2,5.65,2950,3600,8.99,2823,3600,9.85,2533,3600,0.0,0,0,0.0,0,0,0,0,0,2,5,2,0.0,5.547726666666669
5,2,5.65,2950,3600,8.99,2823,3600,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,3,4,0.0,3.4357266666666675
3,4,5.65,2950,3600,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,3,4,4.887204999999998,0.0
1,1,0.3,2684,3600,0.47,1021,3600,0.94,2838,3600,1.2,1174,3600,1.36,2090,3600,0,0,0,0,6,1,0.0,0.0
6,1,0.47,1021,3600,0.94,2838,3600,1.2,1174,3600,1.36,2090,3600,1.46,2608,3600,0,0,0,0,5,2,7.390000000000001,0.0
5,2,0.94,2838,3600,1.2,1174,3600,1.36,2090,3600,1.46,2608,3600,1.91,2573,3600,0,0,0,1,5,2,0.0,0.23399999999999999
5,2,0.94,2838,3600,1.36,2090,3600,1.46,2608,3600,1.91,2573,3600,2.55,2967,3600,0,0,0,1,2,5,1.865,0.0
2,5,0.94,2838,3600,1.46,2608,3600,1.91,2573,3600,2.55,2967,3600,2.77,2058,3600,0,0,0,2,2,5,0.476,0.0
2,5,0.94,2838,3600,1.46,2608,3600,2.55,2967,3600,2.77,2058,3600,2.97,1101,3600,0,0,0,3,1,6,0.0,4.17
1,6,0.94,2838,3600,1.46,2608,3600,2.55,2967,3600,2.97,1101,3600,3.52,1024,3600,0,0,0,3,3,4,3.761666666666667,0.0
3,4,0.94,2838,3600,1.46,2608,3600,2.55,2967,3600,3.52,1024,3600,3.62,1824,3600,0,0,0,1,5,2,0.9874999999999998,0.0
5,2,0.94,2838,3600,2.55,2967,3600,3.52,1024,3600,3.62,1824,3600,4.15,2815,3600,0,0,0,2,4,3,0.0,5.493
4,3,0.94,2838,3600,2.55,2967,3600,3.62,1824,3600,4.15,2815,3600,4.32,2488,3600,0,0,0,2,1,6,0.0,3.9270000000000005
1,6,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,4.42,2433,3600,0,0,0,4,2,5,3.395999999999998,0.0
2,5,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,4.73,2399,3600,0,0,0,4,2,5,0.9639999999999986,0.0
2,5,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,4.88,1322,3600,0,0,0,4,5,2,0.0,2.5900000000000034
5,2,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,5.01,1008,3600,0,0,0,4,2,5,0.0,2.9360000000000017
2,5,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,5.43,1632,3600,0,0,0,4,2,5,1.5855999999999995,0.0
2,5,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,5.56,1326,3600,0,0,0,4,2,5,0.22560000000000002,0.0
2,5,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,5.7,2843,3600,0,0,0,3,5,2,0.0,2.195999999999998
5,2,0.94,2838,3600,2.55,2967,3600,4.15,2815,3600,5.7,2843,3600,5.8,2448,3600,0,0,0,2,3,4,0.0,0.46240000000000236
3,4,0.94,2838,3600,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,5.95,2103,3600,0,0,0,4,3,4,7.0672,0.0
3,4,0.94,2838,3600,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,6.36,2815,3600,0,0,0,3,2,5,3.782199999999998,0.0
2,5,0.94,2838,3600,2.55,2967,3600,5.7,2843,3600,6.36,2815,3600,6.71,2251,3600,0,0,0,4,2,5,2.434799999999999,0.0
2,5,0.94,2838,3600,2.55,2967,3600,5.7,2843,3600,6.36,2815,3600,7.08,2400,3600,0,0,0,4,3,4,0.558799999999998,0.0
3,4,0.94,2838,3600,2.55,2967,3600,5.7,2843,3600,6.36,2815,3600,7.67,1705,3600,0,0,0,4,2,5,0.0,5.505600000000001
2,5,0.94,2838,3600,2.55,2967,3600,5.7,2843,3600,6.36,2815,3600,7.96,2150,3600,0,0,0,4,2,5,1.2972000000000001,0.0
