Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,Ship 6 arrival time,Ship 6 teu,Ship 6 waiting cost,U,V 0,V 1,y 0,y 1
5,2,2.25,2961,3600,4.15,2674,3600,4.27,2046,3600,4.61,2392,3600,0,0,0,0,0,0,2,4,3,0.0,5.475760000000001
4,3,2.25,2961,3600,4.15,2674,3600,4.61,2392,3600,4.74,1999,3600,0,0,0,0,0,0,2,2,5,0.0,2.3636400000000037
2,5,2.25,2961,3600,4.15,2674,3600,4.74,1999,3600,4.9,2030,3600,0,0,0,0,0,0,2,3,4,4.8202399999999965,0.0
3,4,2.25,2961,3600,4.15,2674,3600,4.9,2030,3600,5.0,1694,3600,0,0,0,0,0,0,3,4,3,1.6203599999999945,0.0
4,3,2.25,2961,3600,4.15,2674,3600,4.9,2030,3600,5.32,2848,3600,0,0,0,0,0,0,1,2,5,0.0,3.0947300000000038
2,5,2.25,2961,3600,4.9,2030,3600,5.32,2848,3600,5.44,2697,3600,0,0,0,0,0,0,1,3,4,4.448179999999997,0.0
3,4,2.25,2961,3600,5.32,2848,3600,5.44,2697,3600,5.85,2447,3600,0,0,0,0,0,0,2,5,2,0.7147699999999944,0.0
5,2,2.25,2961,3600,5.32,2848,3600,5.85,2447,3600,6.27,2244,3600,0,0,0,0,0,0,3,4,3,0.0,6.1800920000000055
4,3,2.25,2961,3600,5.32,2848,3600,5.85,2447,3600,6.74,2429,3600,0,0,0,0,0,0,1,2,5,0.0,2.950138000000006
2,5,2.25,2961,3600,5.85,2447,3600,6.74,2429,3600,7.33,1933,3600,0,0,0,0,0,0,3,3,4,5.461907999999994,0.0
3,4,2.25,2961,3600,5.85,2447,3600,6.74,2429,3600,7.82,1789,3600,0,0,0,0,0,0,2,5,2,2.2053619999999903,0.0
5,2,2.25,2961,3600,5.85,2447,3600,7.82,1789,3600,7.99,2128,3600,0,0,0,0,0,0,2,4,3,0.0,4.983855200000004
4,3,2.25,2961,3600,5.85,2447,3600,7.99,2128,3600,8.12,1293,3600,0,0,0,0,0,0,2,2,5,0.0,2.1482828000000076
2,5,2.25,2961,3600,5.85,2447,3600,8.12,1293,3600,8.67,2747,3600,0,0,0,0,0,0,2,3,4,4.316686879999995,0.0
3,4,2.25,2961,3600,5.85,2447,3600,8.67,2747,3600,9.35,2778,3600,0,0,0,0,0,0,2,5,2,2.242530319999995,0.0
5,2,2.25,2961,3600,5.85,2447,3600,9.35,2778,3600,9.43,2462,3600,0,0,0,0,0,0,1,4,3,0.0,5.360987872000003
4,3,2.25,2961,3600,9.35,2778,3600,9.43,2462,3600,9.66,1833,3600,0,0,0,0,0,0,2,2,5,0.0,1.356481807999998
2,5,2.25,2961,3600,9.35,2778,3600,9.66,1833,3600,9.84,2988,3600,0,0,0,0,0,0,2,3,4,5.6074072768,0.0
3,4,2.25,2961,3600,9.35,2778,3600,9.84,2988,3600,10.1,1665,3600,0,0,0,0,0,0,3,4,3,2.9811109151999986,0.0
4,3,2.25,2961,3600,9.35,2778,3600,9.84,2988,3600,10.41,2852,3600,0,0,0,0,0,0,3,2,5,0.0,1.7713890847999956
2,5,2.25,2961,3600,9.35,2778,3600,9.84,2988,3600,10.68,2007,3600,0,0,0,0,0,0,3,3,4,5.684407276800002,0.0
3,4,2.25,2961,3600,9.35,2778,3600,9.84,2988,3600,10.93,2323,3600,0,0,0,0,0,0,1,5,2,2.4216109152000023,0.0
5,2,2.25,2961,3600,9.84,2988,3600,10.93,2323,3600,10.98,2020,3600,0,0,0,0,0,0,3,4,3,0.0,5.657355633919998
4,3,2.25,2961,3600,9.84,2988,3600,10.93,2323,3600,11.25,2825,3600,0,0,0,0,0,0,3,2,5,0.0,2.4335334508800024
2,5,2.25,2961,3600,9.84,2988,3600,10.93,2323,3600,11.55,1388,3600,0,0,0,0,0,0,3,2,5,5.758586619648,0.0
2,5,2.25,2961,3600,9.84,2988,3600,10.93,2323,3600,11.75,2235,3600,0,0,0,0,0,0,3,4,3,4.602586619648001,0.0
4,3,2.25,2961,3600,9.84,2988,3600,10.93,2323,3600,12.01,2749,3600,0,0,0,0,0,0,3,2,5,0.0,2.075060035264002
2,5,2.25,2961,3600,9.84,2988,3600,10.93,2323,3600,12.37,2888,3600,0,0,0,0,0,0,2,3,4,5.589293309824008,0.0
3,4,2.25,2961,3600,9.84,2988,3600,12.37,2888,3600,12.54,2406,3600,0,0,0,0,0,0,2,5,2,1.8889399647360037,0.0
5,2,2.25,2961,3600,9.84,2988,3600,12.54,2406,3600,12.79,2578,3600,0,0,0,0,0,0,2,4,3,0.0,6.232424014105604
4,3,2.25,2961,3600,9.84,2988,3600,12.79,2578,3600,12.93,2533,3600,0,0,0,0,0,0,0,2,5,0.0,2.5811360211584002
2,5,9.84,2988,3600,12.79,2578,3600,12.93,2533,3600,13.15,1817,3600,0,0,0,0,0,0,3,2,5,6.054575985894402,0.0
2,5,9.84,2988,3600,12.79,2578,3600,12.93,2533,3600,13.35,1112,3600,0,0,0,0,0,0,3,3,4,4.538575985894404,0.0
3,4,9.84,2988,3600,12.79,2578,3600,12.93,2533,3600,0.0,0,0,0,0,0,0,0,0,2,5,2,2.0405759858944137,0.0
5,2,9.84,2988,3600,12.79,2578,3600,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,3,4,0.0,4.92776960564224
3,4,9.84,2988,3600,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,1.9383455915366383,0.0
1,1,0.1,1625,3600,0.36,2544,3600,0.64,1039,3600,0.85,2244,3600,0,0,0,0,0,0,1,2,5,0.0,0.0
2,5,0.1,1625,3600,0.64,1039,3600,0.85,2244,3600,1.1,1734,3600,0,0,0,0,0,0,0,2,5,6.02,0.0
2,5,0.64,1039,3600,0.85,2244,3600,1.1,1734,3600,1.3,2103,3600,0,0,0,0,0,0,0,2,5,4.4639999999999995,0.0
2,5,0.85,2244,3600,1.1,1734,3600,1.3,2103,3600,1.4,2474,3600,0,0,0,0,0,0,1,4,3,3.5999999999999996,0.0
4,3,0.85,2244,3600,1.3,2103,3600,1.4,2474,3600,1.54,2244,3600,0,0,0,0,0,0,0,2,5,0.0,1.5579999999999996
2,5,1.3,2103,3600,1.4,2474,3600,1.54,2244,3600,1.79,1469,3600,0,0,0,0,0,0,3,3,4,4.604,0.0
3,4,1.3,2103,3600,1.4,2474,3600,1.54,2244,3600,2.37,2682,3600,0,0,0,0,0,0,1,5,2,2.270999999999999,0.0
5,2,1.3,2103,3600,1.54,2244,3600,2.37,2682,3600,2.77,2779,3600,0,0,0,0,0,0,0,4,3,0.0,4.853600000000001
4,3,1.54,2244,3600,2.37,2682,3600,2.77,2779,3600,2.92,2015,3600,0,0,0,0,0,0,0,2,5,0.0,1.4204000000000008
2,5,2.37,2682,3600,2.77,2779,3600,2.92,2015,3600,3.27,2469,3600,0,0,0,0,0,0,2,3,4,4.98784,0.0
3,4,2.37,2682,3600,2.77,2779,3600,3.27,2469,3600,3.69,1019,3600,0,0,0,0,0,0,3,4,3,1.9917600000000002,0.0
4,3,2.37,2682,3600,2.77,2779,3600,3.27,2469,3600,4.09,2066,3600,0,0,0,0,0,0,2,2,5,0.0,1.2982399999999998
2,5,2.37,2682,3600,2.77,2779,3600,4.09,2066,3600,4.26,2106,3600,0,0,0,0,0,0,2,3,4,4.839839999999999,0.0
3,4,2.37,2682,3600,2.77,2779,3600,4.26,2106,3600,4.55,2183,3600,0,0,0,0,0,0,0,5,2,1.4647599999999983,0.0
5,2,2.77,2779,3600,4.26,2106,3600,4.55,2183,3600,4.65,1978,3600,0,0,0,0,0,0,3,5,2,0.0,5.864095999999998
5,2,2.77,2779,3600,4.26,2106,3600,4.55,2183,3600,4.84,1937,3600,0,0,0,0,0,0,3,4,3,0.0,4.2160959999999985
4,3,2.77,2779,3600,4.26,2106,3600,4.55,2183,3600,5.05,2432,3600,0,0,0,0,0,0,2,2,5,0.0,0.49914400000000114
2,5,2.77,2779,3600,4.26,2106,3600,5.05,2432,3600,5.17,1297,3600,0,0,0,0,0,0,3,2,5,5.158342400000002,0.0
2,5,2.77,2779,3600,4.26,2106,3600,5.05,2432,3600,5.37,1311,3600,0,0,0,0,0,0,3,3,4,4.0783424,0.0
3,4,2.77,2779,3600,4.26,2106,3600,5.05,2432,3600,5.61,2836,3600,0,0,0,0,0,0,2,5,2,1.795013599999999,0.0
5,2,2.77,2779,3600,4.26,2106,3600,5.61,2836,3600,5.83,2793,3600,0,0,0,0,0,0,1,4,3,0.0,4.897994559999997
4,3,2.77,2779,3600,5.61,2836,3600,5.83,2793,3600,6.17,1245,3600,0,0,0,0,0,0,0,2,5,0.0,1.5194918399999935
2,5,5.61,2836,3600,5.83,2793,3600,6.17,1245,3600,6.5,2549,3600,0,0,0,0,0,0,2,2,5,6.060203264000002,0.0
2,5,5.61,2836,3600,5.83,2793,3600,6.5,2549,3600,6.78,2895,3600,0,0,0,0,0,0,2,4,3,5.0242032640000005,0.0
4,3,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,6.96,1294,3600,0,0,0,0,0,0,3,3,4,0.0,2.1161951039999973
3,4,5.61,2836,3600,5.83,2793,3600,6.78,2895,3600,7.17,2744,3600,0,0,0,0,0,0,1,5,2,1.9113048960000008,0.0
5,2,5.61,2836,3600,6.78,2895,3600,7.17,2744,3600,7.38,2966,3600,0,0,0,0,0,0,2,3,4,0.0,5.265796735999999
3,4,5.61,2836,3600,6.78,2895,3600,7.38,2966,3600,7.59,2640,3600,0,0,0,0,0,0,0,5,2,2.186304896000001,0.0
5,2,6.78,2895,3600,7.38,2966,3600,7.59,2640,3600,7.82,1003,3600,0,0,0,0,0,0,3,5,2,0.0,5.977796735999998
5,2,6.78,2895,3600,7.38,2966,3600,7.59,2640,3600,7.96,2272,3600,0,0,0,0,0,0,3,4,3,0.0,5.141796736
4,3,6.78,2895,3600,7.38,2966,3600,7.59,2640,3600,8.22,1400,3600,0,0,0,0,0,0,2,2,5,0.0,1.2101951040000039
2,5,6.78,2895,3600,7.38,2966,3600,8.22,1400,3600,8.39,1078,3600,0,0,0,0,0,0,3,2,5,5.961921958399998,0.0
2,5,6.78,2895,3600,7.38,2966,3600,8.22,1400,3600,8.71,2421,3600,0,0,0,0,0,0,2,3,4,5.061921958399999,0.0
3,4,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,8.81,1589,3600,0,0,0,0,0,0,3,4,3,2.652882937599994,0.0
4,3,6.78,2895,3600,7.38,2966,3600,8.71,2421,3600,8.9,1897,3600,0,0,0,0,0,0,2,2,5,0.0,1.8678377968
2,5,6.78,2895,3600,7.38,2966,3600,8.9,1897,3600,9.11,1511,3600,0,0,0,0,0,0,3,3,4,4.677441468799998,0.0
3,4,6.78,2895,3600,7.38,2966,3600,8.9,1897,3600,9.22,2244,3600,0,0,0,0,0,0,2,4,3,2.133662203199993,0.0
4,3,6.78,2895,3600,7.38,2966,3600,9.22,2244,3600,9.35,2953,3600,0,0,0,0,0,0,0,2,5,0.0,2.940378347600003
2,5,7.38,2966,3600,9.22,2244,3600,9.35,2953,3600,9.78,2230,3600,0,0,0,0,0,0,3,3,4,5.1230811016,0.0
3,4,7.38,2966,3600,9.22,2244,3600,9.35,2953,3600,9.96,2576,3600,0,0,0,0,0,0,3,5,2,1.1821216523999993,0.0
5,2,7.38,2966,3600,9.22,2244,3600,9.35,2953,3600,10.19,1471,3600,0,0,0,0,0,0,3,5,2,0.0,5.82715133904
5,2,7.38,2966,3600,9.22,2244,3600,9.35,2953,3600,10.49,1700,3600,0,0,0,0,0,0,3,4,3,0.0,4.603151339040004
4,3,7.38,2966,3600,9.22,2244,3600,9.35,2953,3600,10.72,1498,3600,0,0,0,0,0,0,1,2,5,0.0,1.564727008560002
2,5,7.38,2966,3600,9.35,2953,3600,10.72,1498,3600,11.08,1433,3600,0,0,0,0,0,0,3,3,4,4.762109196575999,0.0
3,4,7.38,2966,3600,9.35,2953,3600,10.72,1498,3600,11.26,2208,3600,0,0,0,0,0,0,2,4,3,2.5606637948639985,0.0
4,3,7.38,2966,3600,9.35,2953,3600,11.26,2208,3600,11.51,2942,3600,0,0,0,0,0,0,3,2,5,0.0,1.72933620513599
2,5,7.38,2966,3600,9.35,2953,3600,11.26,2208,3600,11.61,2104,3600,0,0,0,0,0,0,3,3,4,5.80910919657601,0.0
3,4,7.38,2966,3600,9.35,2953,3600,11.26,2208,3600,0.0,0,0,0,0,0,0,0,0,2,5,2,2.3636637948640136,0.0
5,2,7.38,2966,3600,9.35,2953,3600,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,3,4,0.0,4.530534482054392
3,4,7.38,2966,3600,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,4,2.80419827691842,0.0
1,1,0.17,1659,3600,0.34,1838,3600,0.67,2752,3600,0.84,1809,3600,0,0,0,0,0,0,0,5,2,0.0,0.0
5,2,0.34,1838,3600,0.67,2752,3600,0.84,1809,3600,1.07,1841,3600,0,0,0,0,0,0,0,4,3,4.31,0.0
4,3,0.67,2752,3600,0.84,1809,3600,1.07,1841,3600,1.32,1857,3600,0,0,0,0,0,0,2,2,5,0.0,1.7450000000000003
2,5,0.67,2752,3600,0.84,1809,3600,1.32,1857,3600,1.73,2775,3600,0,0,0,0,0,0,1,4,3,3.7680000000000002,0.0
4,3,0.67,2752,3600,1.32,1857,3600,1.73,2775,3600,1.93,1447,3600,0,0,0,0,0,0,3,3,4,0.0,0.9979999999999993
3,4,0.67,2752,3600,1.32,1857,3600,1.73,2775,3600,2.12,2337,3600,0,0,0,0,0,0,1,4,3,2.954499999999999,0.0
4,3,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,2.31,1036,3600,0,0,0,0,0,0,3,3,4,0.0,1.6680000000000001
3,4,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,2.67,2585,3600,0,0,0,0,0,0,3,5,2,1.4595000000000011,0.0
5,2,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,2.72,1249,3600,0,0,0,0,0,0,3,4,3,0.0,4.993
4,3,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,2.85,1997,3600,0,0,0,0,0,0,3,3,4,0.0,2.8445000000000005
3,4,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,3.61,1201,3600,0,0,0,0,0,0,3,3,4,2.514124999999999,0.0
3,4,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,3.65,1794,3600,0,0,0,0,0,0,2,5,2,0.639124999999999,0.0
5,2,0.67,2752,3600,1.73,2775,3600,3.65,1794,3600,3.99,1045,3600,0,0,0,0,0,0,3,5,2,0.0,5.114349999999998
5,2,0.67,2752,3600,1.73,2775,3600,3.65,1794,3600,4.25,2584,3600,0,0,0,0,0,0,2,4,3,0.0,4.242349999999998
4,3,0.67,2752,3600,1.73,2775,3600,4.25,2584,3600,4.47,1130,3600,0,0,0,0,0,0,2,2,5,0.0,1.1235249999999963
2,5,0.67,2752,3600,1.73,2775,3600,4.47,1130,3600,4.59,1968,3600,0,0,0,0,0,0,2,2,5,5.67859,0.0
2,5,0.67,2752,3600,1.73,2775,3600,4.59,1968,3600,4.87,2227,3600,0,0,0,0,0,0,2,3,4,4.73859,0.0
3,4,0.67,2752,3600,1.73,2775,3600,4.87,2227,3600,4.99,2534,3600,0,0,0,0,0,0,3,5,2,1.3428850000000025,0.0
5,2,0.67,2752,3600,1.73,2775,3600,4.87,2227,3600,5.14,1796,3600,0,0,0,0,0,0,3,4,3,0.0,5.562845999999999
4,3,0.67,2752,3600,1.73,2775,3600,4.87,2227,3600,5.33,1287,3600,0,0,0,0,0,0,3,4,3,0.0,2.8992689999999968
4,3,0.67,2752,3600,1.73,2775,3600,4.87,2227,3600,5.54,1753,3600,0,0,0,0,0,0,2,2,5,0.0,0.889268999999997
2,5,0.67,2752,3600,1.73,2775,3600,5.54,1753,3600,5.65,2950,3600,0,0,0,0,0,0,2,3,4,4.8202924,0.0
3,4,0.67,2752,3600,1.73,2775,3600,5.65,2950,3600,5.92,1768,3600,0,0,0,0,0,0,0,5,2,2.1729386,0.0
5,2,1.73,2775,3600,5.65,2950,3600,5.92,1768,3600,6.29,2743,3600,0,0,0,0,0,0,2,4,3,0.0,5.518707599999999
4,3,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,0,0,0,0,0,0,0,2,5,0.0,2.6530613999999986
2,5,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,6.58,1433,3600,0,0,0,0,0,0,3,3,4,5.454775440000002,0.0
3,4,5.65,2950,3600,6.29,2743,3600,6.39,2777,3600,6.72,1863,3600,0,0,0,0,0,0,1,5,2,3.0496631600000033,0.0
5,2,5.65,2950,3600,6.39,2777,3600,6.72,1863,3600,6.87,2423,3600,0,0,0,0,0,0,2,4,3,0.0,5.088134736000001
4,3,5.65,2950,3600,6.39,2777,3600,6.87,2423,3600,7.14,1512,3600,0,0,0,0,0,0,2,2,5,0.0,1.8672021040000004
2,5,5.65,2950,3600,6.39,2777,3600,7.14,1512,3600,7.29,1401,3600,0,0,0,0,0,0,3,2,5,5.079119158400001,0.0
2,5,5.65,2950,3600,6.39,2777,3600,7.14,1512,3600,7.41,2771,3600,0,0,0,0,0,0,2,3,4,3.911119158400002,0.0
3,4,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,7.61,2314,3600,0,0,0,0,0,0,2,5,2,0.9791787376000034,0.0
5,2,5.65,2950,3600,6.39,2777,3600,7.61,2314,3600,7.71,2532,3600,0,0,0,0,0,0,2,4,3,0.0,6.008328504959998
4,3,5.65,2950,3600,6.39,2777,3600,7.71,2532,3600,7.83,1300,3600,0,0,0,0,0,0,3,3,4,0.0,2.5124927574399987
3,4,5.65,2950,3600,6.39,2777,3600,7.71,2532,3600,8.18,2014,3600,0,0,0,0,0,0,2,5,2,1.640007242560003,0.0
5,2,5.65,2950,3600,6.39,2777,3600,8.18,2014,3600,8.37,2316,3600,0,0,0,0,0,0,2,4,3,0.0,4.909328504960001
4,3,5.65,2950,3600,6.39,2777,3600,8.37,2316,3600,8.46,2271,3600,0,0,0,0,0,0,1,2,5,0.0,1.5739927574400028
2,5,5.65,2950,3600,8.37,2316,3600,8.46,2271,3600,8.57,2691,3600,0,0,0,0,0,0,2,3,4,6.000402897024003,0.0
3,4,5.65,2950,3600,8.37,2316,3600,8.57,2691,3600,8.82,1637,3600,0,0,0,0,0,0,1,5,2,2.5581043455360017,0.0
5,2,5.65,2950,3600,8.57,2691,3600,8.82,1637,3600,8.99,2823,3600,0,0,0,0,0,0,2,4,3,0.0,4.658597102975996
4,3,5.65,2950,3600,8.57,2691,3600,8.99,2823,3600,9.06,1484,3600,0,0,0,0,0,0,1,2,5,0.0,2.020395654463993
2,5,5.65,2950,3600,8.99,2823,3600,9.06,1484,3600,9.4,1396,3600,0,0,0,0,0,0,3,2,5,5.483841738214402,0.0
2,5,5.65,2950,3600,8.99,2823,3600,9.06,1484,3600,9.7,1677,3600,0,0,0,0,0,0,2,3,4,4.3198417382144,0.0
3,4,5.65,2950,3600,8.99,2823,3600,9.7,1677,3600,9.85,2533,3600,0,0,0,0,0,0,3,5,2,1.4203417382143968,0.0
5,2,5.65,2950,3600,8.99,2823,3600,9.7,1677,3600,10.21,1501,3600,0,0,0,0,0,0,3,5,2,0.0,5.3298633047142445
5,2,5.65,2950,3600,8.99,2823,3600,9.7,1677,3600,10.42,2453,3600,0,0,0,0,0,0,2,4,3,0.0,4.077863304714242
4,3,5.65,2950,3600,8.99,2823,3600,10.42,2453,3600,10.65,1540,3600,0,0,0,0,0,0,2,2,5,0.0,0.8592949570713699
2,5,5.65,2950,3600,8.99,2823,3600,10.65,1540,3600,0.0,0,0,0,0,0,0,0,0,2,2,5,5.464282017171449,0.0
2,5,5.65,2950,3600,8.99,2823,3600,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,4,3,4.18028201717145,0.0
4,3,5.65,2950,3600,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,4,3,0.0,3.442076974242827
1,1,0.3,2684,3600,0.47,1021,3600,0.94,2838,3600,1.2,1174,3600,0,0,0,0,0,0,0,4,3,0.0,0.0
4,3,0.47,1021,3600,0.94,2838,3600,1.2,1174,3600,1.36,2090,3600,0,0,0,0,0,0,0,6,1,6.79,0.0
6,1,0.94,2838,3600,1.2,1174,3600,1.36,2090,3600,1.46,2608,3600,0,0,0,0,0,0,1,3,4,0.0,1.368333333333333
3,4,0.94,2838,3600,1.36,2090,3600,1.46,2608,3600,1.91,2573,3600,0,0,0,0,0,0,0,5,2,3.1375,0.0
5,2,1.36,2090,3600,1.46,2608,3600,1.91,2573,3600,2.55,2967,3600,0,0,0,0,0,0,0,4,3,0.0,4.471666666666667
4,3,1.46,2608,3600,1.91,2573,3600,2.55,2967,3600,2.77,2058,3600,0,0,0,0,0,0,1,2,5,0.0,0.49000000000000066
2,5,1.46,2608,3600,2.55,2967,3600,2.77,2058,3600,2.97,1101,3600,0,0,0,0,0,0,0,2,5,6.034000000000001,0.0
2,5,2.55,2967,3600,2.77,2058,3600,2.97,1101,3600,3.52,1024,3600,0,0,0,0,0,0,3,2,5,3.862000000000001,0.0
2,5,2.55,2967,3600,2.77,2058,3600,2.97,1101,3600,3.62,1824,3600,0,0,0,0,0,0,2,3,4,3.0100000000000007,0.0
3,4,2.55,2967,3600,2.77,2058,3600,3.62,1824,3600,4.15,2815,3600,0,0,0,0,0,0,1,5,2,0.8664999999999985,0.0
5,2,2.55,2967,3600,3.62,1824,3600,4.15,2815,3600,4.32,2488,3600,0,0,0,0,0,0,1,4,3,0.0,4.401399999999999
4,3,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,4.42,2433,3600,0,0,0,0,0,0,2,2,5,0.0,1.6070999999999982
2,5,2.55,2967,3600,4.15,2815,3600,4.42,2433,3600,4.73,2399,3600,0,0,0,0,0,0,3,3,4,5.252599999999999,0.0
3,4,2.55,2967,3600,4.15,2815,3600,4.42,2433,3600,4.88,1322,3600,0,0,0,0,0,0,2,5,2,1.5389000000000017,0.0
5,2,2.55,2967,3600,4.15,2815,3600,4.88,1322,3600,5.01,1008,3600,0,0,0,0,0,0,3,5,2,0.0,5.425399999999998
5,2,2.55,2967,3600,4.15,2815,3600,4.88,1322,3600,5.43,1632,3600,0,0,0,0,0,0,2,4,3,0.0,4.585399999999998
4,3,2.55,2967,3600,4.15,2815,3600,5.43,1632,3600,5.56,1326,3600,0,0,0,0,0,0,3,3,4,0.0,2.2806000000000006
3,4,2.55,2967,3600,4.15,2815,3600,5.43,1632,3600,5.7,2843,3600,0,0,0,0,0,0,1,5,2,1.5651750000000026,0.0
5,2,2.55,2967,3600,5.43,1632,3600,5.7,2843,3600,5.8,2448,3600,0,0,0,0,0,0,1,4,3,0.0,5.55255
4,3,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,5.95,2103,3600,0,0,0,0,0,0,3,3,4,0.0,2.8488250000000015
3,4,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,6.36,2815,3600,0,0,0,0,0,0,3,5,2,2.880881250000005,0.0
5,2,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,6.71,2251,3600,0,0,0,0,0,0,3,4,3,0.0,5.107412499999999
4,3,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,7.08,2400,3600,0,0,0,0,0,0,2,2,5,0.0,1.2136187500000002
2,5,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,7.67,1705,3600,0,0,0,0,0,0,3,3,4,5.552552499999997,0.0
3,4,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,7.96,2150,3600,0,0,0,0,0,0,3,4,3,3.116328749999999,0.0
4,3,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,8.17,1461,3600,0,0,0,0,0,0,3,3,4,0.0,2.63867125
3,4,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,8.33,1137,3600,0,0,0,0,0,0,3,4,3,1.5213287500000003,0.0
4,3,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,8.51,1169,3600,0,0,0,0,0,0,3,3,4,0.0,1.6086712499999987
3,4,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,8.91,1870,3600,0,0,0,0,0,0,2,5,2,1.4238287499999984,0.0
5,2,2.55,2967,3600,5.7,2843,3600,8.91,1870,3600,9.1,1351,3600,0,0,0,0,0,0,3,4,3,0.0,4.7014475000000004
4,3,2.55,2967,3600,5.7,2843,3600,8.91,1870,3600,9.3,1316,3600,0,0,0,0,0,0,3,3,4,0.0,2.444671249999997
3,4,2.55,2967,3600,5.7,2843,3600,8.91,1870,3600,9.39,2068,3600,0,0,0,0,0,0,2,4,3,1.4333715625000032,0.0
4,3,2.55,2967,3600,5.7,2843,3600,9.39,2068,3600,9.49,2742,3600,0,0,0,0,0,0,3,2,5,0.0,3.151628437499994
