Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,Ship 6 arrival time,Ship 6 teu,Ship 6 waiting cost,U,V 0,V 1,y 0,y 1
4,3,4.87,2227,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.4992592592592615,0.0
2,5,4.99,2534,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.44362962962962627,0.0
2,5,5.14,1796,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0,4.170925925925939
3,4,5.33,1287,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.445444444444437,0.0
2,5,5.54,1753,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.4716296296296285,0.0
2,5,5.65,2950,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.470925925925931
4,3,5.92,1768,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2.2265925925925885,0.0
3,4,6.29,2743,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.4474444444444394,0.0
2,5,6.39,2777,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.2913888888889034
4,3,6.58,1433,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.9115555555555517,0.0
3,4,6.72,1863,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.1484444444444506
6,1,6.87,2423,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,1.632944444444444
4,3,7.14,1512,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.597185185185182,0.0
4,3,7.29,1401,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.39718518518517953,0.0
2,5,7.41,2771,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1.3291851851851817,0.0
2,5,7.61,2314,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.4470370370370453
4,3,7.71,2532,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.16122222222221794
6,1,7.83,1300,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,1.6912222222222262
4,3,8.18,2014,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2.8017037037036943,0.0
3,4,8.37,2316,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.4949629629629726
5,2,8.46,2271,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.41948148148149045
5,2,8.57,2691,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.6812962962962814,0.0
3,4,8.82,1637,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.14229629629630836
6,1,8.99,2823,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,3.6747407407407415
4,3,9.06,1484,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2.4959012345678957,0.0
3,4,9.4,1396,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.0244259259259252,0.0
3,4,9.7,1677,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,1.5440987654320963
4,3,9.85,2533,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.9759012345678997,0.0
2,5,10.21,1501,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.12095061728395251,0.0
1,6,10.42,2453,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.6552839506172852,0.0
2,5,10.65,1540,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0,4.775956790123459
1,1,0.3,2684,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0
6,1,0.47,1021,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7.390000000000001,0.0
5,2,0.94,2838,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.23399999999999999
6,1,1.2,1174,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.19699999999999962
5,2,1.36,2090,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.420000000000002,0.0
4,3,1.46,2608,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,1.330499999999998
5,2,1.91,2573,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.16499999999999915
6,1,2.55,2967,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.3576666666666659
6,1,2.77,2058,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4.034000000000006,0.0
3,4,2.97,1101,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.8895000000000017,0.0
3,4,3.52,1024,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.17200000000000237,0.0
2,5,3.62,1824,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.2687499999999954
5,2,4.15,2815,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.3362500000000068,0.0
1,6,4.32,2488,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2.1305833333333357,0.0
3,4,4.42,2433,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,4.943666666666665
4,3,4.73,2399,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,1.2002499999999987
5,2,4.88,1322,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.4677499999999988
5,2,5.01,1008,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.5806250000000066,0.0
3,4,5.43,1632,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.473374999999999,0.0
2,5,5.56,1326,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.9040624999999913
4,3,5.7,2843,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.22341666666667237,0.0
1,6,5.8,2448,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1.139187500000002,0.0
2,5,5.95,2103,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0,4.718697916666654
3,4,6.36,2815,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.7837812500000076,0.0
2,5,6.71,2251,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.9036979166666548
5,2,7.08,2400,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.0014791666666625
4,3,7.67,1705,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3.582027777777782,0.0
4,3,7.96,2150,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.8634791666666644
5,2,8.17,1461,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.08253472222223834,0.0
1,6,8.33,1137,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3.0938402777777796,0.0
4,3,8.51,1169,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,1.189619791666665
4,3,8.91,1870,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.8538402777777776,0.0
2,5,9.1,1351,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.08692013888888539,0.0
1,6,9.3,1316,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.39858680555555637,0.0
2,5,9.39,2068,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.9143663194444613
4,3,9.49,2742,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.5171736111111045,0.0
2,5,9.69,2774,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.12958680555555446,0.0
1,6,9.81,2463,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.30825347222221566,0.0
1,6,9.99,2766,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,3.2804791666667086
4,3,10.22,1236,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.15301388888886436,0.0
1,6,10.34,2841,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3.9282534722222167,0.0
3,4,10.48,2927,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,1.8289953703703787
5,2,10.64,2580,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,1.4344976851851925
5,2,10.78,1012,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.7937557870370213,0.0
3,4,10.99,1801,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.6457534722222107,0.0
3,4,11.15,2976,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,1.5556620370370524
5,2,11.29,2228,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.17283101851852223
6,1,11.43,2326,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.6394976851851908
5,2,11.66,2041,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5.184589120370333,0.0
4,3,11.97,1536,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.41174652777779386
1,1,0.12,2493,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.0,0.0
6,1,0.2,2333,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5.91,0.0
4,3,0.47,2979,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,1.2075000000000002
5,2,0.69,2110,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.1475000000000004,0.0
1,6,0.8,1358,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4.264166666666667,0.0
4,3,0.9,1826,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,1.2818749999999999
4,3,1.3,2788,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2.0908333333333324,0.0
3,4,1.45,2475,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.452499999999997
4,3,1.52,2581,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.7708333333333357,0.0
2,5,1.69,1212,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.8134166666666687,0.0
3,4,2.1,1969,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,2.8701111111111075
4,3,2.25,2935,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.3898888888888905,0.0
1,6,2.36,1373,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2.1541388888888893,0.0
3,4,2.43,1292,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.0,2.703370370370365
3,4,2.89,2001,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0.6624722222222257,0.0
2,5,3.13,1638,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.8242129629629513
