Current V 0,Current V 1,Ship 1 arrival time,Ship 1 teu,Ship 1 waiting cost,Ship 2 arrival time,Ship 2 teu,Ship 2 waiting cost,Ship 3 arrival time,Ship 3 teu,Ship 3 waiting cost,Ship 4 arrival time,Ship 4 teu,Ship 4 waiting cost,Ship 5 arrival time,Ship 5 teu,Ship 5 waiting cost,Ship 6 arrival time,Ship 6 teu,Ship 6 waiting cost,U,V 0,V 1,y 0,y 1
3,4,6.78,2895,3600,7.38,2966,3600,8.81,1589,3600,0,0,0,0,0,0,0,0,0,2,3,4,0.0,3.3734367999999932
3,4,6.78,2895,3600,7.38,2966,3600,8.9,1897,3600,0,0,0,0,0,0,0,0,0,2,3,4,0.7799224000000002,0.0
3,4,6.78,2895,3600,7.38,2966,3600,9.11,1511,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,2.910103466666669
4,3,6.78,2895,3600,7.38,2966,3600,9.22,2244,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,0.8075775999999948
4,3,6.78,2895,3600,7.38,2966,3600,9.35,2953,3600,0,0,0,0,0,0,0,0,0,0,5,2,3.6032298666666804,0.0
5,2,7.38,2966,3600,9.35,2953,3600,9.78,2230,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.696385066666664
5,2,7.38,2966,3600,9.35,2953,3600,9.96,2576,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,2.836385066666665
2,5,7.38,2966,3600,9.35,2953,3600,10.19,1471,3600,0,0,0,0,0,0,0,0,0,2,2,5,5.351445973333334,0.0
2,5,7.38,2966,3600,9.35,2953,3600,10.49,1700,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.127445973333337,0.0
2,5,7.38,2966,3600,9.35,2953,3600,10.72,1498,3600,0,0,0,0,0,0,0,0,0,2,3,4,2.7114459733333405,0.0
3,4,7.38,2966,3600,9.35,2953,3600,11.08,1433,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,0.4487387022222151
4,3,7.38,2966,3600,9.35,2953,3600,11.26,2208,3600,0,0,0,0,0,0,0,0,0,2,3,4,1.5012612977777877,0.0
3,4,7.38,2966,3600,9.35,2953,3600,11.51,2942,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,2.102072035555537
2,5,7.38,2966,3600,9.35,2953,3600,11.61,2104,3600,0,0,0,0,0,0,0,0,0,2,2,5,5.538963982222235,0.0
2,5,7.38,2966,3600,9.35,2953,3600,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3.7869639822222325,0.0
4,3,7.38,2966,3600,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,4.623777013333335
1,1,0.17,1659,3600,0.34,1838,3600,0.67,2752,3600,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0
4,3,0.34,1838,3600,0.67,2752,3600,0.84,1809,3600,0,0,0,0,0,0,0,0,0,0,5,2,4.14,0.0
5,2,0.67,2752,3600,0.84,1809,3600,1.07,1841,3600,0,0,0,0,0,0,0,0,0,1,2,5,0.0,2.7859999999999996
2,5,0.67,2752,3600,1.07,1841,3600,1.32,1857,3600,0,0,0,0,0,0,0,0,0,1,5,2,3.282,0.0
5,2,0.67,2752,3600,1.32,1857,3600,1.73,2775,3600,0,0,0,0,0,0,0,0,0,1,2,5,0.0,2.8199999999999994
2,5,0.67,2752,3600,1.73,2775,3600,1.93,1447,3600,0,0,0,0,0,0,0,0,0,2,4,3,3.3540000000000005,0.0
4,3,0.67,2752,3600,1.73,2775,3600,2.12,2337,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,1.0494999999999997
4,3,0.67,2752,3600,1.73,2775,3600,2.31,1036,3600,0,0,0,0,0,0,0,0,0,2,2,5,3.470666666666668,0.0
2,5,0.67,2752,3600,1.73,2775,3600,2.67,2585,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.306333333333333,0.0
5,2,0.67,2752,3600,1.73,2775,3600,2.72,1249,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.585866666666665
5,2,0.67,2752,3600,1.73,2775,3600,2.85,1997,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.545866666666665
2,5,0.67,2752,3600,1.73,2775,3600,3.61,1201,3600,0,0,0,0,0,0,0,0,0,2,2,5,3.3656533333333343,0.0
2,5,0.67,2752,3600,1.73,2775,3600,3.65,1794,3600,0,0,0,0,0,0,0,0,0,2,5,2,2.3656533333333343,0.0
5,2,0.67,2752,3600,1.73,2775,3600,3.99,1045,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,3.393738666666666
5,2,0.67,2752,3600,1.73,2775,3600,4.25,2584,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,2.521738666666666
2,5,0.67,2752,3600,1.73,2775,3600,4.47,1130,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.894504533333333,0.0
2,5,0.67,2752,3600,1.73,2775,3600,4.59,1968,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.954504533333333,0.0
5,2,0.67,2752,3600,1.73,2775,3600,4.87,2227,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.082198186666666
2,5,0.67,2752,3600,1.73,2775,3600,4.99,2534,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.0178018133333335,0.0
5,2,0.67,2752,3600,1.73,2775,3600,5.14,1796,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.0461981866666665
5,2,0.67,2752,3600,1.73,2775,3600,5.33,1287,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,2.550198186666666
4,3,0.67,2752,3600,1.73,2775,3600,5.54,1753,3600,0,0,0,0,0,0,0,0,0,2,3,4,0.27706908444444167,0.0
3,4,0.67,2752,3600,1.73,2775,3600,5.65,2950,3600,0,0,0,0,0,0,0,0,0,0,2,5,0.0,2.479597582222226
2,5,1.73,2775,3600,5.65,2950,3600,5.92,1768,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.855201208888886,0.0
2,5,1.73,2775,3600,5.65,2950,3600,6.29,2743,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.3832012088888845,0.0
5,2,1.73,2775,3600,5.65,2950,3600,6.39,2777,3600,0,0,0,0,0,0,0,0,0,0,2,5,0.0,5.2399195164444485
2,5,5.65,2950,3600,6.39,2777,3600,6.58,1433,3600,0,0,0,0,0,0,0,0,0,2,2,5,3.9660804835555545,0.0
2,5,5.65,2950,3600,6.39,2777,3600,6.72,1863,3600,0,0,0,0,0,0,0,0,0,2,5,2,2.770080483555553,0.0
5,2,5.65,2950,3600,6.39,2777,3600,6.87,2423,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.489567806577778
2,5,5.65,2950,3600,6.39,2777,3600,7.14,1512,3600,0,0,0,0,0,0,0,0,0,2,2,5,3.888432193422222,0.0
2,5,5.65,2950,3600,6.39,2777,3600,7.29,1401,3600,0,0,0,0,0,0,0,0,0,2,3,4,2.6284321934222206,0.0
3,4,5.65,2950,3600,6.39,2777,3600,7.41,2771,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,0.25542374210370866
4,3,5.65,2950,3600,6.39,2777,3600,7.61,2314,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.541242924562958,0.0
5,2,5.65,2950,3600,6.39,2777,3600,7.71,2532,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.126378537718523
2,5,5.65,2950,3600,6.39,2777,3600,7.83,1300,3600,0,0,0,0,0,0,0,0,0,2,2,5,5.045621462281481,0.0
2,5,5.65,2950,3600,6.39,2777,3600,8.18,2014,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.961621462281478,0.0
5,2,5.65,2950,3600,6.39,2777,3600,8.37,2316,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.265751415087415
2,5,5.65,2950,3600,6.39,2777,3600,8.46,2271,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.0742485849125885,0.0
5,2,5.65,2950,3600,6.39,2777,3600,8.57,2691,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.5477514150874185
2,5,5.65,2950,3600,6.39,2777,3600,8.82,1637,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.900248584912582,0.0
2,5,5.65,2950,3600,6.39,2777,3600,8.99,2823,3600,0,0,0,0,0,0,0,0,0,1,5,2,3.5362485849125846,0.0
5,2,5.65,2950,3600,8.99,2823,3600,9.06,1484,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,5.193900566034962
5,2,5.65,2950,3600,8.99,2823,3600,9.4,1396,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,3.957900566034965
5,2,5.65,2950,3600,8.99,2823,3600,9.7,1677,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,2.7939005660349636
2,5,5.65,2950,3600,8.99,2823,3600,9.85,2533,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.070839773586016,0.0
5,2,5.65,2950,3600,8.99,2823,3600,10.21,1501,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.303160226413986
5,2,5.65,2950,3600,8.99,2823,3600,10.42,2453,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.051160226413984
2,5,5.65,2950,3600,8.99,2823,3600,10.65,1540,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.6407359094344045,0.0
2,5,5.65,2950,3600,8.99,2823,3600,0.0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3.3567359094344056,0.0
4,3,5.65,2950,3600,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,4.325448067924192
1,1,0.3,2684,3600,0.47,1021,3600,0.94,2838,3600,0,0,0,0,0,0,0,0,0,0,5,2,0.0,0.0
5,2,0.47,1021,3600,0.94,2838,3600,1.2,1174,3600,0,0,0,0,0,0,0,0,0,0,6,1,7.09,0.0
6,1,0.94,2838,3600,1.2,1174,3600,1.36,2090,3600,0,0,0,0,0,0,0,0,0,1,2,5,0.0,1.368333333333333
2,5,0.94,2838,3600,1.36,2090,3600,1.46,2608,3600,0,0,0,0,0,0,0,0,0,0,5,2,3.121333333333334,0.0
5,2,1.36,2090,3600,1.46,2608,3600,1.91,2573,3600,0,0,0,0,0,0,0,0,0,0,2,5,0.0,4.346666666666667
2,5,1.46,2608,3600,1.91,2573,3600,2.55,2967,3600,0,0,0,0,0,0,0,0,0,1,5,2,3.5493333333333332,0.0
5,2,1.46,2608,3600,2.55,2967,3600,2.77,2058,3600,0,0,0,0,0,0,0,0,0,0,2,5,0.0,4.420666666666666
2,5,2.55,2967,3600,2.77,2058,3600,2.97,1101,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.225333333333333,0.0
2,5,2.55,2967,3600,2.77,2058,3600,3.52,1024,3600,0,0,0,0,0,0,0,0,0,2,2,5,3.309333333333333,0.0
2,5,2.55,2967,3600,2.77,2058,3600,3.62,1824,3600,0,0,0,0,0,0,0,0,0,2,5,2,2.4573333333333327,0.0
5,2,2.55,2967,3600,2.77,2058,3600,4.15,2815,3600,0,0,0,0,0,0,0,0,0,1,2,5,0.0,3.328266666666666
2,5,2.55,2967,3600,4.15,2815,3600,4.32,2488,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.2417333333333342,0.0
5,2,2.55,2967,3600,4.15,2815,3600,4.42,2433,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,4.512266666666667
2,5,2.55,2967,3600,4.15,2815,3600,4.73,2399,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.6657333333333337,0.0
5,2,2.55,2967,3600,4.15,2815,3600,4.88,1322,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.376266666666664
5,2,2.55,2967,3600,4.15,2815,3600,5.01,1008,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,3.2762666666666647
5,2,2.55,2967,3600,4.15,2815,3600,5.43,1632,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,2.436266666666665
2,5,2.55,2967,3600,4.15,2815,3600,5.56,1326,3600,0,0,0,0,0,0,0,0,0,2,4,3,2.9294933333333315,0.0
4,3,2.55,2967,3600,4.15,2815,3600,5.7,2843,3600,0,0,0,0,0,0,0,0,0,1,4,3,0.0,0.9157599999999988
4,3,2.55,2967,3600,5.7,2843,3600,5.8,2448,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.638986666666668,0.0
5,2,2.55,2967,3600,5.7,2843,3600,5.95,2103,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.366506666666666
2,5,2.55,2967,3600,5.7,2843,3600,6.36,2815,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.073493333333335,0.0
5,2,2.55,2967,3600,5.7,2843,3600,6.71,2251,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,4.414506666666664
2,5,2.55,2967,3600,5.7,2843,3600,7.08,2400,3600,0,0,0,0,0,0,0,0,0,2,5,2,3.791493333333335,0.0
5,2,2.55,2967,3600,5.7,2843,3600,7.67,1705,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.022506666666665
5,2,2.55,2967,3600,5.7,2843,3600,7.96,2150,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,2.602506666666663
2,5,2.55,2967,3600,5.7,2843,3600,8.17,1461,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.290997333333337,0.0
2,5,2.55,2967,3600,5.7,2843,3600,8.33,1137,3600,0,0,0,0,0,0,0,0,0,2,4,3,3.074997333333336,0.0
4,3,2.55,2967,3600,5.7,2843,3600,8.51,1169,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,0.9757520000000017
4,3,2.55,2967,3600,5.7,2843,3600,8.91,1870,3600,0,0,0,0,0,0,0,0,0,2,3,4,1.1389973333333288,0.0
3,4,2.55,2967,3600,5.7,2843,3600,9.1,1351,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,1.9476693333333372
4,3,2.55,2967,3600,5.7,2843,3600,9.3,1316,3600,0,0,0,0,0,0,0,0,0,2,4,3,0.0,0.32825200000000443
4,3,2.55,2967,3600,5.7,2843,3600,9.39,2068,3600,0,0,0,0,0,0,0,0,0,2,5,2,2.3023306666666628,0.0
5,2,2.55,2967,3600,5.7,2843,3600,9.49,2742,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,3.432834666666672
2,5,2.55,2967,3600,5.7,2843,3600,9.69,2774,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.863165333333331,0.0
5,2,2.55,2967,3600,5.7,2843,3600,9.81,2463,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,4.342834666666668
2,5,2.55,2967,3600,5.7,2843,3600,9.99,2766,3600,0,0,0,0,0,0,0,0,0,2,5,2,4.255165333333331,0.0
5,2,2.55,2967,3600,5.7,2843,3600,10.22,1236,3600,0,0,0,0,0,0,0,0,0,2,5,2,0.0,4.58283466666667
5,2,2.55,2967,3600,5.7,2843,3600,10.34,2841,3600,0,0,0,0,0,0,0,0,0,1,2,5,0.0,3.550834666666667
2,5,2.55,2967,3600,10.34,2841,3600,10.48,2927,3600,0,0,0,0,0,0,0,0,0,1,5,2,5.118866133333334,0.0
5,2,2.55,2967,3600,10.48,2927,3600,10.64,2580,3600,0,0,0,0,0,0,0,0,0,2,2,5,0.0,4.353133866666667
2,5,2.55,2967,3600,10.48,2927,3600,10.78,1012,3600,0,0,0,0,0,0,0,0,0,2,2,5,4.578866133333335,0.0
2,5,2.55,2967,3600,10.48,2927,3600,10.99,1801,3600,0,0,0,0,0,0,0,0,0,2,3,4,3.734866133333334,0.0
